id	description	en	local
def_watercannon_name		Fluid Cannon	Fluid Cannon
def_watercannon_desc		The cannon is a turret and can rotate on 2 axis.	The cannon is a turret and can rotate on 2 axis.
def_watercannon_s_desc		A fluid cannon that fires pressurized water for putting out fires.	A fluid cannon that fires pressurized water for putting out fires.
def_watercannon_node_0_label		Turret Swivel	Turret Swivel
def_watercannon_node_0_desc		Yaw axis servo control for the cannon head.	Yaw axis servo control for the cannon head.
def_watercannon_node_1_label		Nozzle Pitch	Nozzle Pitch
def_watercannon_node_1_desc		Pitch axis servo control for the cannon head.	Pitch axis servo control for the cannon head.
def_watercannon_node_2_label		Fluid Supply	Fluid Supply
def_watercannon_node_2_desc		The fluid input to output from the nozzle. Filters to water only.	The fluid input to output from the nozzle. Filters to water only.
def_watercannon_node_3_label		Electric	Electric
def_watercannon_node_3_desc		Electrical power connection.	Electrical power connection.
def_water_hose_name		Hose (Deprecated)	Hose (Deprecated)
def_water_hose_desc		This can be used to transport water between Two bodies. Two on/off signals are used to control whether the hose is moving up (towards the base) or down (away from the base). A number output allows you to measure the hose's current length if necessary. The maximum length of the hose is 16 metres (64 blocks). The speed of the hose mechanism can be configured by selecting this component with the select tool.	This can be used to transport water between Two bodies. Two on/off signals are used to control whether the hose is moving up (towards the base) or down (away from the base). A number output allows you to measure the hose's current length if necessary. The maximum length of the hose is 16 metres (64 blocks). The speed of the hose mechanism can be configured by selecting this component with the select tool.
def_water_hose_s_desc		A building block attached to the end of a mechanical hose that can be raised and lowered.	A building block attached to the end of a mechanical hose that can be raised and lowered.
def_water_hose_node_0_label		Fluid	Fluid
def_water_hose_node_0_desc		Fluid connection for the hose coil.	Fluid connection for the hose coil.
def_water_hose_node_1_label		Hose Up	Hose Up
def_water_hose_node_1_desc		Raises the hose up when receiving an on signal.	Raises the hose up when receiving an on signal.
def_water_hose_node_2_label		Hose Down	Hose Down
def_water_hose_node_2_desc		Lowers the hose down when receiving an on signal.	Lowers the hose down when receiving an on signal.
def_water_hose_node_3_label		Hose Length	Hose Length
def_water_hose_node_3_desc		The current length of the hose in metres.	The current length of the hose in metres.
def_water_hose_node_4_label		Electric	Electric
def_water_hose_node_4_desc		Electrical power connection.	Electrical power connection.
def_water_hose_b_name		winch end	winch end
def_water_hose_b_desc
def_water_hose_b_s_desc
def_water_hose_b_node_0_label		Fluid	Fluid
def_water_hose_b_node_0_desc		Fluid connection for the end of the hose.	Fluid connection for the end of the hose.
def_water_inlet_name		Fluid Port	Fluid Port
def_water_inlet_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.
def_water_inlet_s_desc		Port used to allow fluid in and out of a fluid system.	Port used to allow fluid in and out of a fluid system.
def_water_inlet_node_0_label		Fluid	Fluid
def_water_inlet_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	Allows fluid to flow in and out of an enclosed volume or the ocean.
def_water_jet_name		Fluid Jet	Fluid Jet
def_water_jet_desc		Converts mechanical power and water into a high power jet for generating thrust.	Converts mechanical power and water into a high power jet for generating thrust.
def_water_jet_s_desc		A fluid impeller and jet nozzle for ocean propulsion.	A fluid impeller and jet nozzle for ocean propulsion.
def_water_jet_node_0_label		Fluid Flow In	Fluid Flow In
def_water_jet_node_0_desc		Fluid inlet to supply jet.	Fluid inlet to supply jet.
def_water_jet_node_1_label		RPS	RPS
def_water_jet_node_1_desc		Mechanical power input to power jet.	Mechanical power input to power jet.
def_water_jet_node_2_label		Vertical Trim	Vertical Trim
def_water_jet_node_2_desc		Vertical nozzle angle to control jet direction.	Vertical nozzle angle to control jet direction.
def_water_jet_node_3_label		Deflector A	Deflector A
def_water_jet_node_3_desc		Left bucket defector control input.	Left bucket defector control input.
def_water_jet_node_4_label		Deflector B	Deflector B
def_water_jet_node_4_desc		Right bucket defector control input.	Right bucket defector control input.
def_water_jet_node_5_label		Electric	Electric
def_water_jet_node_5_desc		Electrical power connection.	Electrical power connection.
def_water_measure_name		Fluid Meter	Fluid Meter
def_water_measure_desc		This will output a quantity in litres and the total capacity in litres. If not inside an enclosed volume, it will give the height relative to the water surface.	This will output a quantity in litres and the total capacity in litres. If not inside an enclosed volume, it will give the height relative to the water surface.
def_water_measure_s_desc		A device to measure how much fluid is within an enclosed volume.	A device to measure how much fluid is within an enclosed volume.
def_water_measure_node_0_label		Fluid Level	Fluid Level
def_water_measure_node_0_desc		Returns the number of litres in an enclosed volume, or height relative to water if not enclosed.	Returns the number of litres in an enclosed volume, or height relative to water if not enclosed.
def_water_measure_node_1_label		Fluid Capacity	Fluid Capacity
def_water_measure_node_1_desc		Returns the total capacity of an enclosed volume in litres, or 0 if not enclosed.	Returns the total capacity of an enclosed volume in litres, or 0 if not enclosed.
def_water_nozzle_name		Fluid Nozzle	Fluid Nozzle
def_water_nozzle_desc		The angle of spray can be adjusted.	The angle of spray can be adjusted.
def_water_nozzle_s_desc		A fluid nozzle that fires pressurized water for putting out fires.	A fluid nozzle that fires pressurized water for putting out fires.
def_water_nozzle_node_0_label		Fluid Supply	Fluid Supply
def_water_nozzle_node_0_desc		The fluid input to output from the nozzle. Filters to water only.	The fluid input to output from the nozzle. Filters to water only.
def_water_nozzle_node_1_label		Spray Angle	Spray Angle
def_water_nozzle_node_1_desc		Adjustable spray angle from 0 (focused) to 1 (spread).	Adjustable spray angle from 0 (focused) to 1 (spread).
def_water_nozzle_node_2_label		Electric	Electric
def_water_nozzle_node_2_desc		Electrical power connection.	Electrical power connection.
def_water_outlet_name		Fluid Port (Deprecated)	Fluid Port (Deprecated)
def_water_outlet_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.
def_water_outlet_s_desc		Port used to allow fluid in and out of a fluid system.	Port used to allow fluid in and out of a fluid system.
def_water_outlet_node_0_label		Fluid	Fluid
def_water_outlet_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	Allows fluid to flow in and out of an enclosed volume or the ocean.
def_water_pump_name		Fluid Pump	Fluid Pump
def_water_pump_desc		Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.	Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.
def_water_pump_s_desc		A small fluid pump.	A small fluid pump.
def_water_pump_node_0_label		On/Off	On/Off
def_water_pump_node_0_desc		Controls whether or not the fluid is being pumped through.	Controls whether or not the fluid is being pumped through.
def_water_pump_node_1_label		Fluid In	Fluid In
def_water_pump_node_1_desc		Connect to an inlet component to take fluid into the system.	Connect to an inlet component to take fluid into the system.
def_water_pump_node_2_label		Fluid Out	Fluid Out
def_water_pump_node_2_desc		Connect to an outlet component to release fluid from the system.	Connect to an outlet component to release fluid from the system.
def_water_pump_node_3_label		Electric	Electric
def_water_pump_node_3_desc		Electrical power connection.	Electrical power connection.
def_water_pump_large_name		Large Fluid Pump	Large Fluid Pump
def_water_pump_large_desc		Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.	Connect to an inlet and outlet to create a pumping system to move fluid around a vehicle.
def_water_pump_large_s_desc		A large fluid pump.	A large fluid pump.
def_water_pump_large_node_0_label		Fluid In	Fluid In
def_water_pump_large_node_0_desc		Connect to an inlet component to take fluid into the system.	Connect to an inlet component to take fluid into the system.
def_water_pump_large_node_1_label		Fluid Out	Fluid Out
def_water_pump_large_node_1_desc		Connect to an outlet component to release fluid from the system.	Connect to an outlet component to release fluid from the system.
def_water_pump_large_node_2_label		On/Off	On/Off
def_water_pump_large_node_2_desc		Controls whether or not the fluid is being pumped.	Controls whether or not the fluid is being pumped.
def_water_pump_large_node_3_label		Electric	Electric
def_water_pump_large_node_3_desc		Electrical power connection.	Electrical power connection.
def_water_spawner_name		Fluid Spawner	Fluid Spawner
def_water_spawner_desc		The fluid spawner for helping with custom fluid tanks, so they can be spawned full, without a need to fill after spawning.	The fluid spawner for helping with custom fluid tanks, so they can be spawned full, without a need to fill after spawning.
def_water_spawner_s_desc		A component to mark an enclosed area to be spawned with fluid inside.	A component to mark an enclosed area to be spawned with fluid inside.
def_water_suction_duct_name		Fluid Slot Port	Fluid Slot Port
def_water_suction_duct_desc		Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.	Place the port inside of an enclosed volume to connect to that volume, or outside of the vehicle to connect to the ocean.
def_water_suction_duct_s_desc		Port used to allow fluid in and out of a fluid system.	Port used to allow fluid in and out of a fluid system.
def_water_suction_duct_node_0_label		Fluid	Fluid
def_water_suction_duct_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	Allows fluid to flow in and out of an enclosed volume or the ocean.
def_wheel_advanced_3_name		Wheel 3x3	Wheel 3x3
def_wheel_advanced_3_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_3_s_desc		Small steerable wheel with power connection and braking.	Small steerable wheel with power connection and braking.
def_wheel_advanced_3_node_0_label		Brake	Brake
def_wheel_advanced_3_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_3_node_1_label		RPS	RPS
def_wheel_advanced_3_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_3_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_3_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_3_node_3_label		Steering	Steering
def_wheel_advanced_3_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_3_sus_name		Wheel 3x3 (Suspension)	Wheel 3x3 (Suspension)
def_wheel_advanced_3_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_3_sus_s_desc		Small steerable wheel with suspension, power connection, and braking.	Small steerable wheel with suspension, power connection, and braking.
def_wheel_advanced_3_sus_node_0_label		Brake	Brake
def_wheel_advanced_3_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_3_sus_node_1_label		RPS	RPS
def_wheel_advanced_3_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_3_sus_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_3_sus_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_3_sus_node_3_label		Steering	Steering
def_wheel_advanced_3_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_5_name		Wheel 5x5	Wheel 5x5
def_wheel_advanced_5_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_5_s_desc		Medium steerable wheel with power connection and braking.	Medium steerable wheel with power connection and braking.
def_wheel_advanced_5_node_0_label		Brake	Brake
def_wheel_advanced_5_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_5_node_1_label		RPS	RPS
def_wheel_advanced_5_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_5_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_5_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_5_node_3_label		Steering	Steering
def_wheel_advanced_5_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_5_sus_name		Wheel 5x5 (Suspension)	Wheel 5x5 (Suspension)
def_wheel_advanced_5_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_5_sus_s_desc		Medium steerable wheel with suspension, power connection, and braking.	Medium steerable wheel with suspension, power connection, and braking.
def_wheel_advanced_5_sus_node_0_label		Brake	Brake
def_wheel_advanced_5_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_5_sus_node_1_label		RPS	RPS
def_wheel_advanced_5_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_5_sus_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_5_sus_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_5_sus_node_3_label		Steering	Steering
def_wheel_advanced_5_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_7_name		Wheel 7x7	Wheel 7x7
def_wheel_advanced_7_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_7_s_desc		Large steerable wheel with power connection and braking.	Large steerable wheel with power connection and braking.
def_wheel_advanced_7_node_0_label		Brake	Brake
def_wheel_advanced_7_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_7_node_1_label		RPS	RPS
def_wheel_advanced_7_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_7_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_7_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_7_node_3_label		Steering	Steering
def_wheel_advanced_7_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_7_sus_name		Wheel 7x7 (Suspension)	Wheel 7x7 (Suspension)
def_wheel_advanced_7_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_7_sus_s_desc		Large steerable wheel with suspension, power connection, and braking.	Large steerable wheel with suspension, power connection, and braking.
def_wheel_advanced_7_sus_node_0_label		Brake	Brake
def_wheel_advanced_7_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_7_sus_node_1_label		RPS	RPS
def_wheel_advanced_7_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_7_sus_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_7_sus_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_7_sus_node_3_label		Steering	Steering
def_wheel_advanced_7_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_9_name		Wheel 9x9	Wheel 9x9
def_wheel_advanced_9_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_9_s_desc		XLarge steerable wheel with power connection and braking.	XLarge steerable wheel with power connection and braking.
def_wheel_advanced_9_node_0_label		Brake	Brake
def_wheel_advanced_9_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_9_node_1_label		RPS	RPS
def_wheel_advanced_9_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_9_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_9_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_9_node_3_label		Steering	Steering
def_wheel_advanced_9_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_advanced_9_sus_name		Wheel 9x9 (Suspension)	Wheel 9x9 (Suspension)
def_wheel_advanced_9_sus_desc		The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_advanced_9_sus_s_desc		XLarge steerable wheel with suspension, power connection, and braking.	XLarge steerable wheel with suspension, power connection, and braking.
def_wheel_advanced_9_sus_node_0_label		Brake	Brake
def_wheel_advanced_9_sus_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_advanced_9_sus_node_1_label		RPS	RPS
def_wheel_advanced_9_sus_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_advanced_9_sus_node_2_label		Variable Brake	Variable Brake
def_wheel_advanced_9_sus_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_advanced_9_sus_node_3_label		Steering	Steering
def_wheel_advanced_9_sus_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_coaster_name		Wheel Coaster	Wheel Coaster
def_wheel_coaster_desc		You cannot control the forward and backward rotation of this wheel, but it can be locked into place by sending an on signal to the brake input.	You cannot control the forward and backward rotation of this wheel, but it can be locked into place by sending an on signal to the brake input.
def_wheel_coaster_s_desc		Simple small wheel that requires no engine power and spins freely.	Simple small wheel that requires no engine power and spins freely.
def_wheel_coaster_node_0_label		Brake	Brake
def_wheel_coaster_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_coaster_node_1_label		Variable Brake	Variable Brake
def_wheel_coaster_node_1_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_coaster_large_name		Large Landing Wheel	Large Landing Wheel
def_wheel_coaster_large_desc		You cannot control the forward and backward rotation of this wheel, but it can be locked into place by sending an on signal to the brake input.	You cannot control the forward and backward rotation of this wheel, but it can be locked into place by sending an on signal to the brake input.
def_wheel_coaster_large_s_desc		Large landing wheel that requires no engine power and spins freely.	Large landing wheel that requires no engine power and spins freely.
def_wheel_coaster_large_node_0_label		Brake	Brake
def_wheel_coaster_large_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_coaster_large_node_1_label		Variable Brake	Variable Brake
def_wheel_coaster_large_node_1_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_medium_name		Medium Wheel	Medium Wheel
def_wheel_medium_desc		The wheel will rotate forwards and backwards depending on power received from a connected engine. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received from a connected engine. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_medium_s_desc		Medium wheel that can be controlled using an engine.	Medium wheel that can be controlled using an engine.
def_wheel_medium_node_0_label		Brake	Brake
def_wheel_medium_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_medium_node_1_label		RPS	RPS
def_wheel_medium_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_medium_node_2_label		Variable Brake	Variable Brake
def_wheel_medium_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_medium_node_3_label		Steering	Steering
def_wheel_medium_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_small_name		Small Wheel	Small Wheel
def_wheel_small_desc		The wheel will rotate forwards and backwards depending on power received from a connected engine. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.	The wheel will rotate forwards and backwards depending on power received from a connected engine. It can be rotated left and right by sending a number signal to the steering input. It can also be locked into place by sending an on signal to the brake input.
def_wheel_small_s_desc		Small wheel that can be controlled using an engine.	Small wheel that can be controlled using an engine.
def_wheel_small_node_0_label		Brake	Brake
def_wheel_small_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_small_node_1_label		RPS	RPS
def_wheel_small_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_small_node_2_label		Variable Brake	Variable Brake
def_wheel_small_node_2_desc		A value between 0 and 1 for soft braking	A value between 0 and 1 for soft braking
def_wheel_small_node_3_label		Steering	Steering
def_wheel_small_node_3_desc		Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation	Accepts a value between -1 and 1 that represents the extremes of the wheels steering rotation
def_wheel_tank_1_name		Tank Wheel (Small)	Tank Wheel (Small)
def_wheel_tank_1_desc		A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_1_s_desc		Small wheel for tracked vehicles.	Small wheel for tracked vehicles.
def_wheel_tank_1_node_0_label		Brake	Brake
def_wheel_tank_1_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_5_name		Tank Wheel (Medium)	Tank Wheel (Medium)
def_wheel_tank_5_desc		A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_5_s_desc		Medium wheel for tracked vehicles.	Medium wheel for tracked vehicles.
def_wheel_tank_5_node_0_label		Brake	Brake
def_wheel_tank_5_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_7_name		Tank Wheel (Large)	Tank Wheel (Large)
def_wheel_tank_7_desc		A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	A drive wheel is required to rotate the connected track. The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_7_s_desc		Large wheel for tracked vehicles.	Large wheel for tracked vehicles.
def_wheel_tank_7_node_0_label		Brake	Brake
def_wheel_tank_7_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_drive_1_name		Tank Drive Wheel (Small)	Tank Drive Wheel (Small)
def_wheel_tank_drive_1_desc		The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_drive_1_s_desc		Small drive wheel for tracked vehicles.	Small drive wheel for tracked vehicles.
def_wheel_tank_drive_1_node_0_label		Brake	Brake
def_wheel_tank_drive_1_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_drive_1_node_1_label		RPS	RPS
def_wheel_tank_drive_1_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_tank_drive_5_name		Tank Drive Wheel (Medium)	Tank Drive Wheel (Medium)
def_wheel_tank_drive_5_desc		The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_drive_5_s_desc		Medium drive wheel for tracked vehicles.	Medium drive wheel for tracked vehicles.
def_wheel_tank_drive_5_node_0_label		Brake	Brake
def_wheel_tank_drive_5_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_drive_5_node_1_label		RPS	RPS
def_wheel_tank_drive_5_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_wheel_tank_drive_7_name		Tank Drive Wheel (Large)	Tank Drive Wheel (Large)
def_wheel_tank_drive_7_desc		The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.	The wheel will form a track with other wheels of the same size and orientation that are placed in line and on the same body.
def_wheel_tank_drive_7_s_desc		Large drive wheel for tracked vehicles.	Large drive wheel for tracked vehicles.
def_wheel_tank_drive_7_node_0_label		Brake	Brake
def_wheel_tank_drive_7_node_0_desc		Locks the wheel into place when receiving an on signal.	Locks the wheel into place when receiving an on signal.
def_wheel_tank_drive_7_node_1_label		RPS	RPS
def_wheel_tank_drive_7_node_1_desc		Receives power generated by an engine to control forward and backward rotation.	Receives power generated by an engine to control forward and backward rotation.
def_winch_a_name		Medium Winch (Deprecated)	Medium Winch (Deprecated)
def_winch_a_desc		The winch is operated electrically, and outputs its current length.	The winch is operated electrically, and outputs its current length.
def_winch_a_s_desc		A building block attached to the end of a 20m mechanical winch that can be raised and lowered.	A building block attached to the end of a 20m mechanical winch that can be raised and lowered.
def_winch_a_node_0_label		Up	Up
def_winch_a_node_0_desc		Raises the winch cable up when receiving an on signal.	Raises the winch cable up when receiving an on signal.
def_winch_a_node_1_label		Down	Down
def_winch_a_node_1_desc		Lowers the winch cable down when receiving an on signal.	Lowers the winch cable down when receiving an on signal.
def_winch_a_node_2_label		Length	Length
def_winch_a_node_2_desc		The current length of the winch cable in metres.	The current length of the winch cable in metres.
def_winch_a_node_3_label		Electric	Electric
def_winch_a_node_3_desc		Electrical power connection.	Electrical power connection.
def_winch_a_node_4_label		Fluid	Fluid
def_winch_a_node_4_desc		Fluid connection for the hose coil.	Fluid connection for the hose coil.
def_winch_b_name		winch end	winch end
def_winch_b_desc
def_winch_b_s_desc
def_winch_b_node_0_label		Fluid	Fluid
def_winch_b_node_0_desc		Fluid connection for the end of the hose.	Fluid connection for the end of the hose.
def_winch_electric_name		Small Winch (Deprecated)	Small Winch (Deprecated)
def_winch_electric_desc		The winch is operated electrically, and outputs its current length.	The winch is operated electrically, and outputs its current length.
def_winch_electric_s_desc		A building block attached to the end of a 10m mechanical winch that can be raised and lowered.	A building block attached to the end of a 10m mechanical winch that can be raised and lowered.
def_winch_electric_node_0_label		Up	Up
def_winch_electric_node_0_desc
def_winch_electric_node_1_label		Down	Down
def_winch_electric_node_1_desc
def_winch_electric_node_2_label		Electric	Electric
def_winch_electric_node_2_desc		Electrical power connection.	Electrical power connection.
